Active Date,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE CODE,COMMUNITY TYPE DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO_PHONE,CEO EMAIL,
07/01/1980,NEW YORK,310600010128,PS 128 AUDUBON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,560 W 169TH ST,NEW YORK,NY,10032,MS.,ROSA,ARGELIA-ARREDONDO,2129270607,rarredo@schools.nyc.gov,
07/01/2004,NEW YORK,310600010319,MS 319 MARIE TERESA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,21 JUMEL PL,NEW YORK,NY,10032,MR.,YSIDRO,ABREU,2129233827,yabreu@schools.nyc.gov,
07/01/2004,NEW YORK,310600010324,MS 324 PATRIA MIRABAL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,21 JUMEL PL,NEW YORK,NY,10032,MS.,JANET,HELLER,2129234057,jheller@schools.nyc.gov,
07/01/2004,NEW YORK,310600010326,MS 326 WRITERS TODAY & LEADERS TOMORROW,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,401 W 164TH ST,NEW YORK,NY,10032,MS.,SHARON,WEISSBROT,9175211875,sweissbrot@schools.nyc.gov,
07/01/2004,NEW YORK,310600010328,MS 328 MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,401 W 164TH ST,NEW YORK,NY,10032,MS.,OLGA,QUILES,9175212508,oquiles@schools.nyc.gov,
07/01/2012,NEW YORK,310600010513,CASTLE BRIDGE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,560 W 169TH ST,NEW YORK,NY,10032,MS.,JULIA,ZUCKERMAN,2127404701,jzuckerman@schools.nyc.gov,
07/01/2003,NEW YORK,310600011552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,501 W 165TH ST,NEW YORK,NY,10032,MR.,FRANCISCA,LOPEZ,2129281202,flopez2@schools.nyc.gov,
07/01/1980,NEW YORK,310600145423,SAINT ROSE OF LIMA SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,517 W 164TH ST,NEW YORK,NY,10032,MS.,JUDITH,SANTIAGO,2129271619,m099@adnyschools.org,
07/01/2012,NEW YORK,310600861013,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,21 JUMEL PL-RM D109,NEW YORK,NY,10032,MR.,DANNY,SWERSKY,2129912620,dswersky@kippnyc.org,
07/01/1980,NEW YORK,310500206847,YESHIVA UNIVERSITY HIGH SCHOOL,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,5,Senior High,71,NEW YORK CITY,2540 AMSTERDAM AVE,NEW YORK,NY,10033,DR.,SETH,TAYLOR,2129605337,staylor@yuhsb.org,
07/01/1980,NEW YORK,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,,71,NEW YORK CITY,4360 BROADWAY-RM 527,NEW YORK,NY,10033,MR.,MANUEL,RAMIREZ,2125213757,mramire4@schools.nyc.gov,
07/01/2003,NEW YORK,310600010048,PS 48 PO MICHAEL J BUCZEK,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,4360-78 BROADWAY,NEW YORK,NY,10033,MS.,TRACY,WALSH,9175213800,twalsh@schools.nyc.gov,
07/01/2013,NEW YORK,310600010103,DOES PUENTES ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,185 WADSWORTH AVE,NEW YORK,NY,10033,MS.,VICTORIA,HUNT,2127811803,vhunt@schools.nyc.gov,
07/01/2003,NEW YORK,310600010115,PS 115 ALEXANDER HUMBOLDT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,586 W 177TH ST,NEW YORK,NY,10033,MR.,BORIS,CONSUEGRA,2129279233,bconsue@schools.nyc.gov,
07/01/1980,NEW YORK,310600010132,PS 132 JUAN PABLO DUARTE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,185 WADSWORTH AVE,NEW YORK,NY,10033,MS.,XIOMARA,NOVA,2129277857,xnova@schools.nyc.gov,
07/01/2003,NEW YORK,310600010143,JHS 143 ELEANOR ROOSEVELT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,511 W 182ND ST,NEW YORK,NY,10033,MS.,LAKISHA,MCDANIEL-LUKE,2129277739,lmcdani@schools.nyc.gov,
07/01/1980,NEW YORK,310600010173,PS 173,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,306 FT WASHINGTON AVE,NEW YORK,NY,10033,MS.,RACHAEL,GARCIA,2129277850,rgarcia31@schools.nyc.gov,
07/01/2006,NEW YORK,310600010349,HARBOR HEIGHTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,306 FORT WASHINGTON AVE-RM  414,NEW YORK,NY,10033,MS.,MONICA,KLEHR,2125686052,mklehr@schools.nyc.gov,
07/01/1993,NEW YORK,310600010528,IS 528 BEA FULLER RODGERS SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,180 WADSWORTH AVE,NEW YORK,NY,10033,MR.,CARLOS,PICHARDO,2127404900,cpichar@schools.nyc.gov,
07/01/2006,NEW YORK,310600011346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,504 W 158TH ST,NEW YORK,NY,10033,MR.,MARK,HOUSE,2123426600,mhouse@schools.nyc.gov,
07/01/2006,NEW YORK,310600011348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,511 W 182ND ST,NEW YORK,NY,10033,MR.,THOMAS,ROCHOWICZ,2127810524,trochowicz2@schools.nyc.gov,
07/01/1980,NEW YORK,310600145266,SAINT ELIZABETH SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,612 W 187TH ST,NEW YORK,NY,10033,MR.,TARIK,HYMAN,2125687291,tarik.hyman@archny.org,
07/01/1980,NEW YORK,310600145306,INCARNATION SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,570 W 175TH ST,NEW YORK,NY,10033,MR.,NICHOLAS,GREEN,2127951030,ngreen@incarnationnyc.org,
07/01/1980,NEW YORK,310600226845,YESHIVA RABBI S R HIRSCH,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,4,Junior-Senior High,71,NEW YORK CITY,85-93 BENNETT AVE,NEW YORK,NY,10033,MRS.,DIANE,LANZKRON,2125686200,dlanzkron@yrsrh.org,
07/01/1980,NEW YORK,310600716825,SAINT SPYRIDON PAROCHIAL SCHOOL,14,NON-PUBLIC SCHOOLS,17,GREEK ORTHODOX,,,1,Elementary,71,NEW YORK CITY,120 WADSWORTH AVE,NEW YORK,NY,10033,MS.,EVTHOXIA,PANOS,2127956870,epanos48@gmail.com,
07/01/1993,NEW YORK,310600010005,PS 5 ELLEN LURIE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,3703 10TH AVE,NEW YORK,NY,10034,MS.,MAUREEN,GUIDO,2125678109,mguido2@schools.nyc.gov,
07/01/1993,NEW YORK,310600010018,PS 18 PARK TERRACE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,4124 9TH AVE,NEW YORK,NY,10034,MS.,CONNIE,MEJIA,2125212220,cmejia4@schools.nyc.gov,
07/01/2003,NEW YORK,310600010052,JHS 52 INWOOD,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,650 ACADEMY ST,NEW YORK,NY,10034,MS.,LUPE,LEON,2125679162,lleon@schools.nyc.gov,
07/01/1980,NEW YORK,310600010098,PS 98 SHORAC KAPPOCK,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,512 W 212TH ST,NEW YORK,NY,10034,MS.,MARITZA,RODRIGUEZ,2129277870,mrodriguez23@schools.nyc.gov,
07/01/2004,NEW YORK,310600010278,PAULA HEDBAVNY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,421 W 219TH ST,NEW YORK,NY,10034,MS.,LILLIAN,REYES,2129423440,lreyes7@schools.nyc.gov,
07/01/2004,NEW YORK,310600010311,AMISTAD DUAL LANGUAGE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,4862 BROADWAY,NEW YORK,NY,10034,MS.,ZORAIDA,HERNANDEZ,2125448021,zhernan2@schools.nyc.gov,
07/01/2004,NEW YORK,310600010314,MUSCOTA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,4862 BROADWAY,NEW YORK,NY,10034,MS.,CAMILLE,WALLIN,2125440614,cwallin@schools.nyc.gov,
07/01/2007,NEW YORK,310600010366,WASHINGTON HEIGHTS ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,202 SHERMAN AVE,NEW YORK,NY,10034,MR.,RENZO,MARTINEZ,2123043320,rmartin8@schools.nyc.gov,
07/01/2014,NEW YORK,310600011211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,650 ACADEMY ST,NEW YORK,NY,10034,MRS.,SOMONA,TAIT,2125671394,stait2@schools.nyc.gov,
07/01/2009,NEW YORK,310600011423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,650 ACADEMY ST,NEW YORK,NY,10034,MS.,TYONA,WASHINGTON,2125691022,twashington@schools.nyc.gov,
07/01/1980,NEW YORK,310600145279,GOOD SHEPHERD SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,620 ISHAM ST,NEW YORK,NY,10034,MS.,GERALDINE,LAVERY,2125675800,geraldine.lavery@archny.org,
07/01/1980,NEW YORK,310600436469,NORTHEASTERN ACADEMY,14,NON-PUBLIC SCHOOLS,1,SEVENTH-DAY ADVENTIST,,,5,Senior High,71,NEW YORK CITY,532 W 215TH ST,NEW YORK,NY,10034,MS.,LORIS,LABORDE,2125694800,nea.principal@gmail.com,
07/01/1980,NEW YORK,310600809016,MANHATTAN CHRISTIAN ACADEMY,14,NON-PUBLIC SCHOOLS,19,CHRISTIAN FUNDAMENTALIST,,,1,Elementary,71,NEW YORK CITY,401 W 205TH ST,NEW YORK,NY,10034,MR.,RICHARD,BONIFAS,2125675521,rickbonifas@mcanyc.org,
07/01/2010,NEW YORK,310600860966,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,2,Middle,71,NEW YORK CITY,108 COOPER ST,NEW YORK,NY,10034,MS.,CHRISTINA,REYES,2123040103,christina.reyes@inwoodacademy.org,
07/01/2003,NEW YORK,307500011079,PS 79 HORAN SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,55 E 120TH ST,NEW YORK,NY,10035,MR.,GREER,PHILLIPS,2123693134,gphillips@schools.nyc.gov,
07/01/2003,NEW YORK,307500011138,PS 138,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,144-176 E 128TH ST,NEW YORK,NY,10035,MR.,GREGG,SOULETTE,2123692227,gsoulet@schools.nyc.gov,
07/01/1980,NEW YORK,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,,71,NEW YORK CITY,319 E 117TH ST,NEW YORK,NY,10035,MS.,ALEXANDRA,ESTRELLA,2123482873,aestrel3@schools.nyc.gov,
07/01/1980,NEW YORK,310400010007,PS 7 SAMUEL STERN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,160 E 120TH ST,NEW YORK,NY,10035,MS.,JACQUELINE,PRYCE-HARVEY,2128605827,jpryceharvey@schools.nyc.gov,
07/01/2004,NEW YORK,310400010037,RIVER EAST ELEMENTARY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,508 E 120TH ST,NEW YORK,NY,10035,MR.,DON,CATLIN,2123482208,dcatlin@schools.nyc.gov,
07/01/2002,NEW YORK,310400010096,PS 96 JOSEPH LANZETTA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,216 E 120TH ST,NEW YORK,NY,10035,MR.,DAVID,PRETTO,2128605851,dpretto@schools.nyc.gov,
07/01/2003,NEW YORK,310400010112,PS 112 JOSE CELSO BARBOSA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,535 E 119TH ST,NEW YORK,NY,10035,MS.,EILEEN,REITER,2128605868,ereiter@schools.nyc.gov,
07/01/1980,NEW YORK,310400010155,PS 155 WILLIAM PACA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,319 E 117TH ST,NEW YORK,NY,10035,MS.,FRANCESCA,JOSEPH,2128605885,fjoseph5@schools.nyc.gov,
07/01/2003,NEW YORK,310400010206,PS 206 JOSE CELSO BARBOSA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,508 E 120TH ST,NEW YORK,NY,10035,MS.,CAMILLE,FORBES,2128605809,cforbes2@schools.nyc.gov,
07/01/2008,NEW YORK,310400010377,RENAISSANCE SCHOOL OF THE ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,319 E 117TH ST,NEW YORK,NY,10035,MR.,BRIAN,BRADLEY,2125346072,bbradley3@schools.nyc.gov,
07/01/2009,NEW YORK,310400010406,GLOBAL TECHNOLOGY PREPARATORY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,160 E 120TH ST,NEW YORK,NY,10035,MR.,DAVID,BAIZ,2127221395,dbaiz@schools.nyc.gov,
07/01/2008,NEW YORK,310400011381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,216 E 120TH ST,NEW YORK,NY,10035,MS.,FLORIN,PURICE,2122894204,fpurice@schools.nyc.gov,
07/01/2003,NEW YORK,310400011409,COALITION SCHOOL FOR SOCIAL CHANGE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,2351 1ST AVE,NEW YORK,NY,10035,MR.,JOHN,SULLIVAN,2128315153,jsulliv3@schools.nyc.gov,
07/01/1980,NEW YORK,310400145294,MOUNT CARMEL-HOLY ROSARY SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,371 PLEASANT AVE,NEW YORK,NY,10035,MS.,SUZANNE,KASZYNSKI,2128767555,m014@adnyeducation.org,
07/01/1980,NEW YORK,310400145400,SAINT PAUL SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,114 E 118TH ST,NEW YORK,NY,10035,DR.,JOSEPH,MUSCENTE,2125340619,joseph.muscente@archny.org,
07/01/2001,NEW YORK,310400860840,HARLEM PREP CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,240 E 123RD ST-1ST FL,NEW YORK,NY,10035,MR.,STEVE,CUNNING,2128769953,hpcs_principal@democracyprep.org,
07/01/2005,NEW YORK,310400860849,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,4,Junior-Senior High,71,NEW YORK CITY,2351 1ST AVE-4TH FL,NEW YORK,NY,10035,MS.,MELANIE,BRYON,6468129600,mbryon@harlemvillage.org,
07/01/2003,NEW YORK,310500010030,PS 30 HERNANDEZ/HUGHES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,144-176 E 128TH ST,NEW YORK,NY,10035,MS.,TERI,STINSON,2128761825,tstinso@schools.nyc.gov,
07/01/2013,NEW YORK,310500011157,URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,2005 MADISON AVE,NEW YORK,NY,10035,MS.,ERIN,GEHANT,2128315201,egehant2@schools.nyc.gov,
07/01/2004,NEW YORK,310500011285,HARLEM RENAISSANCE HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,22 E 128TH ST,NEW YORK,NY,10035,MR.,NADAV,ZEIMER,2129963795,nzeimer@schools.nyc.gov,
07/01/2003,NEW YORK,310500011469,CHOIR ACADEMY OF HARLEM,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,2005 MADISON AVE,NEW YORK,NY,10035,MR.,LENNEL,GEORGE,2122896227,lgeorge8@schools.nyc.gov,
07/01/2005,NEW YORK,310500860886,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,35 E 125TH ST,NEW YORK,NY,10035,MR.,ASIF,PADELA,2123603255,principalpa2@hczpromise.org,
07/01/2008,NEW YORK,310500860921,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,144 E 128TH ST-3RD FL,NEW YORK,NY,10035,MS.,KAITLIN,MCDERMOTT,6467471300,kaitlin.mcdermott@saschools.org,
07/01/1980,NEW YORK,310500998545,KING'S ACADEMY (THE),14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,4,Junior-Senior High,71,NEW YORK CITY,2345 3RD AVE,NEW YORK,NY,10035,MR.,THOMAS,STREITFERDT,2123487380,tcogka@aol.com,
07/01/1980,NEW YORK,310500998639,STOREFRONT ACADEMY HARLEM,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,NEW YORK CITY,70 E 129TH ST,NEW YORK,NY,10035,MR.,ALEX,CASTRO,2124277900,acastro@storefrontacademy.org,
07/01/2003,NEW YORK,310200010051,PS 51 ELIAS HOWE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,525 W 44TH ST,NEW YORK,NY,10036,MS.,NANCY,SING-BOCK,2123157160,nbock@schools.nyc.gov,
07/01/2000,NEW YORK,310200010212,PS 212 MIDTOWN WEST,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,328 W 48TH ST,NEW YORK,NY,10036,MS.,KATHLEEN,LOUA,2122470208,kloua@schools.nyc.gov,
07/01/2003,NEW YORK,310200011408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,328 W 48TH ST,NEW YORK,NY,10036,MR.,KEITH,RYAN,2122478652,kryan5@schools.nyc.gov,
07/01/2003,NEW YORK,310200011529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,120 W 46TH ST,NEW YORK,NY,10036,MR.,EDWARD,DEMEO,2123910041,edemeo@schools.nyc.gov,
07/01/1995,NEW YORK,310200011531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,123 W 43RD ST,NEW YORK,NY,10036,MR.,MICHAEL,FRAM,2123821875,mfram@schools.nyc.gov,
07/01/1989,NEW YORK,310200998981,DE LA SALLE ACADEMY,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,2,Middle,71,NEW YORK CITY,332 W 43RD ST,NEW YORK,NY,10036,BROTHER,BRIAN,CARTY,2123165840,delasalleacademy@yahoo.com,
07/01/2003,NEW YORK,310300011479,BEACON HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,522 W 44TH ST,NEW YORK,NY,10036,MS.,RUTH,LACEY,2124654230,rlacey3@schools.nyc.gov,
07/01/1980,NEW YORK,310500010133,PS 133 FRED R MOORE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,2121 5TH AVE,NEW YORK,NY,10037,MS.,PATRICIA,BALBUENA,2126905936,pbalbue@schools.nyc.gov,
07/01/1980,NEW YORK,310500010197,PS 197 JOHN B RUSSWURM,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,2230 5TH AVE,NEW YORK,NY,10037,MS.,NATASHA,SPANN,2126905960,nspann@schools.nyc.gov,
07/01/1980,NEW YORK,310500145347,SAINT MARK THE EVANGELIST SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,55 W 138TH ST,NEW YORK,NY,10037,MR.,AARON,DUKES,2122834848,adukes@saintmarkschool.org,
07/01/2012,NEW YORK,310500861012,GLOBAL COMMUNITY CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,2350 5TH AVE,NEW YORK,NY,10037,MS.,PHYLLIS,SIWIEC,6463602363,psiwiec@globalcommunitycs.org,
07/01/1980,NEW YORK,310200010001,PS 1 ALFRED E SMITH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,8 HENRY ST,NEW YORK,NY,10038,MS.,AMY,HOM,2122674133,ahom@schools.nyc.gov,
07/01/2003,NEW YORK,310200010126,PS 126 JACOB AUGUST RIIS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,80 CATHERINE ST,NEW YORK,NY,10038,MS.,JACQUELINE,GETZ,2129622188,jgetz@schools.nyc.gov,
07/01/2012,NEW YORK,310200010343,PECK SLIP SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1 PECK SLIP,NEW YORK,NY,10038,MS.,MARGARET,SIENA,2123465210,msiena@schools.nyc.gov,
07/01/2013,NEW YORK,310200011135,URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,411 PEARL ST,NEW YORK,NY,10038,MR.,RODOLFO,ELIZONDO,2122250998,relizondo@schools.nyc.gov,
07/01/2014,NEW YORK,310200011280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,411 PEARL ST,NEW YORK,NY,10038,MR.,MATTHEW,TOSSMAN,2122250880,mtossman@schools.nyc.gov,
07/01/2014,NEW YORK,310200011282,URBAN ASSEMBLY MAKER ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,411 PEARL ST,NEW YORK,NY,10038,MR.,LUKE,BAUER,2122250890,lbauer2@schools.nyc.gov,
07/01/2003,NEW YORK,310200011520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,411 PEARL ST,NEW YORK,NY,10038,MS.,NAIMA,COOK,2129649610,ncook4@schools.nyc.gov,
